danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
0.776,0.68,5,-7.157,0,0.151,0.186,0.29,0.617,87.962,221820,4,1,
0.772,0.583,1,-5.84,1,0.223,0.0242,0.267,0.382,136.017,134317,4,1,
0.522,0.461,5,-11.774,1,0.0367,0.798,0.112,0.5,107.707,5.724216667,4,3,
0.721,0.458,9,-7.838,0,0.0619,0.758,0.155,0.526,111.501,215662,4,2,
0.586,0.864,9,-6.326,1,0.35,0.173,0.589,0.598,137.148,183000,4,5,
0.574,0.407,1,-8.321,1,0.0243,0.902,0.0927,0.223,82.047,202227,4,6,
0.45,0.604,,-3.659,1,0.0272,0.133,0.331,0.363,141.35,4.79,4,9,
0.633,0.846,7,-6.347,1,0.0337,0.000819,0.0762,0.448,89.23,323933,4,8,
0.397,0.488,7,-10.011,1,0.0278,0.302,0.108,0.353,130.055,236667,4,10,
0.379,0.691,7,-4.344,1,0.0614,0.00114,0.105,0.264,142.941,228947,4,1,
0.738,0.632,7,-8.107,0,0.0862,0.242,0.072,0.697,118.003,223792,4,6,
0.542,0.292,8,-12.848,1,0.165,0.987,0.06,0.85,170.958,2.892666667,3,3,
0.282,0.963,11,-5.558,1,0.0584,0.000651,0.338,0.643,96.155,266124,4,10,
0.493,0.716,11,-5.721,0,0.0283,0.0827,0.84,0.757,81.904,437358,4,2,
0.469,0.537,9,-10.421,1,0.152,0.0241,0.269,0.783,124.193,6.38056667,1,10,
0.457,0.825,8,-7.611,1,0.0268,0.0000329,0.0548,0.414,82.539,201173,4,1,
0.455,0.892,7,-3.46,1,0.0345,0.0789,0.341,0.666,175.979,247507,4,9,
0.731,0.955,8,-2.843,1,0.0748,0.0172,0.326,0.762,104.991,3.37155,4,9,
0.402,0.931,6,-4.455,1,0.0562,0.000277,0.243,0.32,102.185,204844,4,10,
0.528,0.904,2,-5.854,1,0.0343,0.000833,0.174,0.678,122.372,230040,4,10,
0.475,0.208,5,-17.923,0,0.259,0.668,0.171,0.292,84.661,18.70978333,4,3,
0.476,0.798,1,-4.208,1,0.0394,0.0581,0.276,0.738,168.179,140673,4,6,
0.606,0.204,4,-15.159,1,0.0416,0.717,0.127,0.434,130.078,3.6687,4,0,
0.516,0.719,9,-10.668,0,0.0399,0.0367,0.51,0.802,131.602,346987,4,10,
0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0997,0.516,107.849,293960,4,10,
0.398,0.538,10,-7.972,1,0.0472,0.83,0.746,0.369,124.625,402400,4,10,
0.749,0.463,11,-8.433,1,0.0828,0.208,0.337,0.19,90.028,226987,4,5,
0.589,0.676,2,-5.061,1,0.0284,0.0976,0.324,0.632,108.008,143856,4,1,
0.495,0.844,7,-4.448,1,0.0433,0.0000975,0.447,0.46,119.958,185916,4,1,
0.666,0.967,2,-4.573,1,0.104,0.00309,0.331,0.504,131.982,157656,4,10,
0.686,0.51,11,-7.495,1,0.0287,0.392,0.0867,0.835,97.993,3.578033333,4,0,
0.577,0.447,2,-16.187,0,0.0412,0.424,0.0837,0.675,84.476,212827,4,10,
0.701,0.621,10,-4.972,1,0.0556,0.0237,0.232,0.494,110.03,189995,4,9,
0.426,0.746,1,-8.706,1,0.0825,0.337,0.955,0.503,95.923,571895,4,10,
0.653,0.668,2,-10.294,0,0.0388,0.106,0.149,0.958,126.03,172791,4,10,
0.548,0.532,5,-7.596,1,0.0323,0.186,0.217,0.405,85.03,272394,4,6,
0.413,0.862,8,-4.118,1,0.0362,0.0000075,0.0932,0.547,91.017,187827,4,1,
0.54,0.933,,-3.107,1,0.0782,0.0188,0.0379,0.699,122.481,277173,4,10,
0.728,0.626,11,-7.447,0,0.0371,0.0121,0.056,0.918,108.037,186826,4,2,
0.498,0.721,10,-5.232,1,0.0282,0.136,0.0933,0.589,140.022,226440,4,6,
0.76,0.702,10,-9.404,0,0.0716,0.0104,0.38,0.659,92.324,179600,4,10,
0.631,0.45,1,-7.74,1,0.0431,0.186,0.164,0.237,137.934,194830,3,9,
0.455,0.662,5,-7.767,1,0.0362,0.833,0.0811,0.734,88.469,5.698616667,4,3,
0.308,0.758,2,-8.132,1,0.061,0.204,0.166,0.215,130.156,449812,4,10,
0.5,0.197,,-8.93,1,0.0354,0.717,0.0755,0.177,131.243,284000,3,6,
0.525,0.374,4,-13.045,1,0.0346,0.331,0.0775,0.344,110.305,264000,4,10,
0.568,0.788,5,-6.28,1,0.0377,0.0101,0.141,0.46,104.959,183070,4,9,
0.716,0.58,10,-12.747,0,0.239,0.0694,0.906,0.707,99.077,279640,4,5,
0.562,0.906,2,-3.789,1,0.053,0.542,0.855,0.781,120.784,430293,4,2,
0.589,0.797,9,-5.464,1,0.15,0.0289,0.383,0.232,102.489,291813,4,1,
0.67,0.648,9,-5.05,0,0.0249,0.773,0.215,0.566,93.016,207301,4,6,
0.775,0.554,9,-6.439,0,0.0381,0.0854,0.0533,0.513,120.068,263267,4,2,
0.618,0.963,9,-3.466,1,0.162,0.00172,0.0359,0.375,103.031,247229,4,8,
0.629,0.736,11,-13.502,1,0.0808,0.375,0.0576,0.677,167.635,138240,4,2,
0.901,0.697,9,-3.439,1,0.28,0.145,0.287,0.67,93.941,229827,4,5,
0.689,0.706,1,-4.48,0,0.0312,0.0833,0.105,0.623,106.52,226268,4,9,
0.477,0.806,9,-7.725,0,0.119,0.0118,0.45,0.758,187.527,208453,4,10,
0.41,0.885,2,-7.042,1,0.0351,0.000104,0.307,0.618,100.051,290800,4,6,
0.521,0.718,2,-9.102,1,0.0324,0.31,0.0648,0.849,151.216,2.349333333,4,4,
0.326,0.962,3,-3.823,1,0.198,0.00128,0.248,0.188,126.983,214500,4,8,
0.554,0.978,1,-5.07,1,0.106,0.000714,0.084,0.438,96.655,289520,4,8,
0.679,0.789,,-8.184,1,0.0414,0.292,0.108,0.962,164.345,172507,4,9,
0.723,0.718,8,-7.714,0,0.0487,0.0082,0.22,0.675,114.014,223160,4,6,
0.38,0.539,4,-5.48,0,0.0284,0.505,0.107,0.53,133.069,408413,3,2,
0.904,0.542,,-6.99,1,0.103,0.229,0.0751,0.473,122.012,190119,4,6,
0.372,0.255,7,-6.834,1,0.0344,0.436,0.33,0.254,114.402,2.69355,1,9,
0.472,0.259,3,-10.901,1,0.108,0.92,0.1,0.647,180.871,4.150666667,4,3,
0.393,0.321,2,-12.376,0,0.0345,0.43,0.0865,0.129,175.77,211000,3,10,
0.276,0.56,9,-7.156,0,0.0343,0.867,0.0682,0.214,169.239,218520,4,10,
0.266,0.0596,,-18.515,1,0.0363,0.905,0.132,0.143,181.74,3.36555,3,0,
0.492,0.117,,-17.819,1,0.0387,0.982,0.0812,0.332,120.839,242467,4,10,
0.737,0.634,3,-10.164,0,0.508,0.891,0.11,0.496,179.706,126667,4,5,
0.526,0.763,,-12.663,0,0.0341,0.00126,0.359,0.514,136.205,215160,4,6,
0.64,0.675,9,-7.171,0,0.0606,0.0401,0.258,0.643,93.023,207253,4,2,
0.598,0.567,9,-11.271,0,0.161,0.47,0.317,0.78,120.701,183130,4,2,
0.646,0.669,6,-7.31,0,0.0275,0.0148,0.373,0.484,114.999,191685,4,6,
0.721,0.848,11,-3.892,0,0.0505,0.00383,0.111,0.857,118.077,252107,4,5,
0.431,0.927,6,-9.072,0,0.0432,0.00000599,0.42,0.632,109.55,419307,4,6,
0.485,0.669,10,-4.95,1,0.0336,0.0802,0.422,0.486,134.008,250480,4,1,
0.791,0.734,5,-5.464,1,0.0629,0.522,0.167,0.962,105.854,244920,4,9,
0.248,0.98,6,-7.1,1,0.0878,0.00000319,0.0688,0.513,152.956,154347,4,10,
0.548,0.971,9,-3.915,1,0.16,0.00324,0.065,0.373,135.028,226568,3,10,
0.686,0.187,8,-12.062,1,0.0391,0.721,0.12,0.772,89.616,2.336216667,4,4,
0.558,0.0259,8,-30.016,1,0.0458,0.996,0.0969,0.37,157.811,125520,4,1,
0.356,0.247,4,-9.279,1,0.0282,0.433,0.104,0.044,150.124,233507,4,6,
0.547,0.18,,-14.609,1,0.0505,0.977,0.131,0.544,130.038,178800,4,2,
0.742,0.483,7,-11.369,1,0.155,0.213,0.0733,0.638,89.883,174067,4,10,
0.738,0.486,3,-10.293,1,0.0318,0.708,0.124,0.411,129.511,252987,4,10,
0.435,0.786,7,-7.856,1,0.0526,0.368,0.0489,0.735,99.895,310773,1,9,
0.217,0.373,3,-7.695,1,0.0473,0.0128,0.0769,0.154,114.364,554613,4,8,
0.54,0.963,9,-3.12,1,0.53,0.12,0.262,0.766,89.87,193707,5,5,
0.619,0.736,11,-7.651,1,0.0425,0.0328,0.0864,0.299,93.993,3.47666667,4,9,
0.687,0.773,5,-4.341,0,0.0551,0.0128,0.148,0.674,100.009,184459,4,9,
0.429,0.631,4,-11.514,0,0.0769,0.0000785,0.175,0.376,162.734,168440,4,8,
0.761,0.781,5,-6.778,0,0.141,0.0681,0.0607,0.473,123.023,285375,4,6,
0.574,0.58,7,-6.091,1,0.0278,0.076,0.12,0.4,149.974,3.121783333,4,4,
0.43,0.962,11,-4.469,1,0.0798,0.00105,0.13,0.15,99.992,288875,4,8,
0.675,0.575,7,-4.896,0,0.0303,0.736,0.119,0.778,85.962,323427,4,2,
0.572,0.835,,-6.219,1,0.0317,0.171,0.0702,0.795,129.981,241600,4,8,
0.81,0.376,4,-7.941,1,0.0411,0.208,0.0622,0.635,122.618,279867,4,10,
0.583,0.18,,-15.012,1,0.0306,0.743,0.12,0.39,168.646,272027,3,10,
0.741,0.697,,-7.028,1,0.0277,0.0664,0.133,0.774,116.109,160133,4,10,
0.693,0.577,7,-7.165,0,0.0281,0.268,0.308,0.547,96.975,183810,4,6,
0.421,0.95,4,-1.226,0,0.238,0.000661,0.126,0.572,171.949,195613,4,6,
0.462,0.43,6,-11.384,0,0.474,0.874,0.527,0.539,67.21,225354,3,5,
0.389,0.613,10,-6.724,1,0.108,0.486,0.689,0.505,131.098,2.30245,4,9,
0.645,0.575,2,-10.482,1,0.0455,0.232,0.116,0.333,131.844,5.793333333,4,3,
0.24,0.914,8,-4.929,1,0.0991,0.00313,0.95,0.455,86.228,8.256,4,9,
0.577,0.921,7,-4.048,1,0.0395,0.0177,0.19,0.531,127.938,199472,4,9,
0.346,0.594,7,-7.44,1,0.0662,0.228,0.0964,0.362,176.051,203728,4,9,
0.364,0.904,9,-4.168,1,0.0451,0.00341,0.153,0.73,139.887,199693,4,6,
0.688,0.228,8,-12.337,1,0.0351,0.907,0.131,0.419,109.771,196364,3,9,
0.398,0.838,4,-6.679,1,0.102,0.00127,0.576,0.747,116.913,191293,4,10,
0.772,0.435,10,-12.612,1,0.088,0.0333,0.514,0.92,112.264,247293,4,6,
0.206,0.971,8,-6.639,1,0.112,0.00000445,0.256,0.139,132.436,327985,4,8,
0.625,0.814,,-5.181,1,0.0657,0.0172,0.158,0.535,144.991,205485,4,9,
0.307,0.917,9,-7.599,1,0.0977,0.0000165,0.0566,0.266,101.879,266200,4,10,
0.462,0.659,4,-7.343,1,0.0268,0.526,0.231,0.72,82.984,181755,4,1,
0.715,0.601,6,-13.251,1,0.303,0.0495,0.447,0.802,123.45,169551,4,6,
0.218,0.947,,-5.188,1,0.135,0.00117,0.127,0.234,196.76,214667,4,8,
0.786,0.854,1,-6.058,1,0.11,0.0436,0.146,0.963,128.572,340693,4,5,
0.403,0.777,5,-6.416,1,0.0354,0.0999,0.124,0.149,76.329,240933,4,10,
0.787,0.416,9,-15.913,0,0.164,0.888,0.312,0.347,150.487,284667,3,10,
0.442,0.461,,-9.818,1,0.0392,0.562,0.425,0.496,127.05,166240,4,10,
0.801,0.854,9,-8.218,0,0.417,0.0824,0.0715,0.637,118.008,197288,4,6,
0.379,0.734,8,-5.648,0,0.204,0.188,0.146,0.515,174.952,199062,4,6,
0.644,0.71,,-4.078,0,0.04,0.312,0.101,0.229,143.061,179372,4,5,
0.573,0.683,5,-6.644,1,0.176,0.461,0.0935,0.817,169.519,142787,4,10,
0.708,0.785,1,-3.303,1,0.0369,0.0125,0.104,0.869,105.054,3.636216667,4,9,
0.588,0.897,5,-6.353,0,0.0484,0.00656,0.139,0.264,108.006,312789,3,8,
0.741,0.711,11,-7.744,0,0.0416,0.0122,0.0836,0.649,113.971,265307,4,10,
0.708,0.307,1,-15.327,1,0.0669,0.783,0.0894,0.192,107.953,166139,4,1,
0.405,0.556,10,-11.17,1,0.0321,0.095,0.154,0.283,140.749,254707,4,10,
0.423,0.808,4,-4.728,0,0.0347,0.000809,0.068,0.0981,95.066,237474,4,8,
0.484,0.957,1,-5.411,1,0.108,0.00000833,0.126,0.158,101.052,220587,4,8,
0.761,0.458,8,-7.248,1,0.0511,0.0968,0.0841,0.785,139.961,154458,4,9,
0.487,0.609,9,-8.111,0,0.0249,0.291,0.336,0.349,99.983,175307,4,9,
0.645,0.713,6,-5.355,1,0.0393,0.00835,0.113,0.566,74.989,214507,4,10,
0.569,0.724,3,-6.931,1,0.0358,0.669,0.288,0.857,140.094,5.45245,4,7,
0.699,0.882,4,-3.896,0,0.0311,0.00296,0.13,0.657,120.016,3.280216667,4,9,
0.62,0.532,2,-7.297,1,0.023,0.0392,0.112,0.369,143.993,252293,4,1,
0.487,0.678,2,-6.908,1,0.0277,0.0814,0.168,0.869,87.241,147187,4,10,
0.529,0.913,9,-3.843,0,0.0864,0.0379,0.314,0.434,139.906,174023,4,10,
0.403,0.591,9,-9.16,1,0.0812,0.849,0.153,0.774,108.8,6.191016667,4,3,
0.41,0.959,9,-4.563,1,0.0869,0.000324,0.0766,0.83,193.155,171600,4,10,
0.186,0.0105,1,-32.796,1,0.0441,0.992,0.0723,0.0371,104.294,2.439566667,3,7,
0.576,0.965,10,-3.689,0,0.156,0.000209,0.0939,0.493,106.009,274528,4,8,
0.606,0.63,5,-7.867,0,0.0603,0.237,0.149,0.707,74.982,148083,4,6,
0.677,0.725,9,-9.295,1,0.0745,0.0617,0.357,0.561,95.75,199500,4,6,
0.481,0.727,5,-5.861,1,0.0492,0.0564,0.249,0.392,141.899,251831,4,9,
0.84,0.393,5,-15.199,1,0.0405,0.557,0.102,0.809,128.234,180600,4,2,
0.66,0.726,7,-7.201,1,0.0508,0.00766,0.27,0.275,123.468,340933,5,10,
0.528,0.658,2,-4.552,0,0.0299,0.178,0.257,0.251,82.018,226933,4,9,
0.59,0.762,2,-5.559,1,0.0361,0.0503,0.317,0.662,95.017,156947,4,10,
0.542,0.626,,-7.105,1,0.0242,0.0789,0.277,0.813,89.734,305213,4,6,
0.398,0.664,11,-10.003,1,0.0393,0.0923,0.359,0.19,139.861,399720,4,6,
0.666,0.545,1,-8.031,0,0.0354,0.686,0.117,0.378,86.385,228760,4,6,
0.493,0.935,9,-3.148,0,0.0843,0.00431,0.138,0.221,107.994,296173,4,8,
0.626,0.322,4,-15.166,0,0.0335,0.725,0.131,0.382,85.409,350960,4,10,
0.6,0.51,9,-8.318,1,0.0446,0.16,0.424,0.512,120.4,190297,4,1,
0.509,0.569,,-11.183,1,0.046,0.0757,0.0973,0.0859,119.969,489411,4,8,
0.234,0.596,5,-6.869,1,0.0441,0.0397,0.0878,0.104,103.198,400853,3,10,
0.283,0.942,6,-4.877,1,0.0584,0.0000105,0.4,0.618,102.221,256663,4,10,
0.648,0.936,,-4.745,1,0.0762,0.085,0.482,0.566,120.708,248880,4,10,
0.396,0.412,9,-14.045,1,0.0389,0.882,0.207,0.606,82.804,3.614,4,3,
0.367,0.983,8,-4.264,1,0.0649,0.00000949,0.184,0.85,175.006,231827,4,8,
0.853,0.665,2,-4.877,1,0.0887,0.213,0.0772,0.778,112.04,162617,4,9,
0.748,0.538,,-8.728,0,0.0748,0.207,0.0869,0.654,119.994,234933,4,6,
0.527,0.362,9,-12.265,0,0.0513,0.773,0.102,0.908,130.25,157933,4,2,
0.52,0.457,2,-7.877,0,0.0364,0.137,0.102,0.61,185.945,185955,4,9,
0.582,0.579,8,-7.053,1,0.0683,0.398,0.0587,0.494,127.034,577000,4,6,
0.273,0.688,11,-10.883,1,0.0326,0.0000948,0.051,0.347,100.077,345733,4,8,
0.729,0.82,10,-7.124,0,0.241,0.0191,0.0927,0.471,156.412,225333,4,5,
0.635,0.258,,-16.841,0,0.0308,0.566,0.121,0.208,124.108,380133,4,10,
0.711,0.407,2,-11.142,1,0.0325,0.553,0.171,0.875,116.626,2.223333333,4,4,
0.364,0.968,1,-2.792,1,0.0547,0.00000692,0.0904,0.626,166.857,185527,4,10,
0.564,0.947,2,-4.998,1,0.0448,0.00000781,0.373,0.351,100.002,270960,4,8,
0.514,0.613,,-6.196,1,0.0247,0.000556,0.0764,0.357,135.909,319560,4,10,
0.791,0.522,4,-9.455,0,0.104,0.351,0.138,0.152,130.007,243926,4,9,
0.47,0.32,8,-11.859,1,0.0302,0.624,0.145,0.0342,109.835,283080,4,1,
0.584,0.703,7,-7.236,0,0.0837,0.0211,0.535,0.65,94.01,106102,4,6,
0.615,0.599,1,-6.345,1,0.0282,0.256,0.0988,0.397,124.009,193548,4,9,
0.686,0.824,11,-5.413,1,0.34,0.157,0.242,0.405,170.079,183827,4,5,
0.435,0.883,11,-5.494,0,0.0346,0.426,0.182,0.446,146.972,196824,4,6,
0.67,0.819,5,-5.245,1,0.0325,0.00596,0.343,0.395,122.983,234754,4,10,
0.543,0.878,11,-5.994,1,0.0472,0.0485,0.125,0.189,144.157,312533,4,10,
0.464,0.604,5,-10.691,1,0.0484,0.539,0.849,0.457,133.484,450133,3,2,
0.651,0.933,7,-3.978,0,0.0457,0.0203,0.306,0.798,134.048,185467,4,10,
0.223,0.0212,10,-24.983,0,0.043,0.988,0.14,0.0365,122.178,6.378216667,4,7,
0.552,0.909,8,-4.87,1,0.0502,0.0000579,0.204,0.232,135.041,226689,4,10,
0.508,0.874,3,-4.451,0,0.0335,0.0000541,0.3,0.516,97.011,221623,4,10,
0.903,0.365,5,-10.653,0,0.101,0.168,0.0728,0.519,127.213,296533,4,2,
0.555,0.805,5,-6.313,1,0.0632,0.117,0.697,0.656,87.05,7.069133333,4,9,
0.788,0.822,2,-4.687,1,0.0495,0.146,0.0938,0.853,115.99,274489,4,5,
0.56,0.28,10,-11.245,0,0.0392,0.797,0.159,0.722,143.854,149167,4,9,
0.735,0.378,9,-6.842,1,0.0488,0.209,0.0737,0.726,95.073,187333,4,9,
0.212,0.239,11,-17.042,0,0.0365,0.919,0.149,0.117,119.345,149752,3,1,
0.721,0.716,10,-7.037,0,0.0657,0.0334,0.237,0.667,104.994,221714,4,9,
0.484,0.276,4,-4.32,1,0.0346,0.907,0.0973,0.212,107.256,199535,4,9,
0.339,0.829,9,-7.239,1,0.058,0.00737,0.0596,0.5,162.794,244507,4,1,
0.718,0.712,8,-5.242,1,0.222,0.0225,0.0442,0.42,97.005,187747,4,9,
0.525,0.798,9,-5.619,1,0.0558,0.635,0.365,0.766,114.309,3.873333333,4,3,
0.247,0.984,4,-3.326,1,0.149,0.000028,0.379,0.0383,99.379,385867,4,10,
0.64,0.922,9,-6.283,0,0.0385,0.00369,0.332,0.716,125.105,234227,4,8,
0.337,0.95,3,-2.218,0,0.0751,0.000943,0.104,0.474,86.179,159566,4,6,
0.519,0.961,2,-3.214,0,0.0642,0.000207,0.195,0.344,93.466,234467,4,8,
0.923,0.587,1,-2.98,1,0.122,0.0474,0.0695,0.569,97.996,151686,4,9,
0.458,0.937,6,-6.143,1,0.0726,0.0481,0.157,0.276,160.211,265973,4,10,
0.582,0.753,7,-4.653,1,0.0268,0.0659,0.157,0.649,137.99,3.982216667,4,9,
0.592,0.767,9,-2.788,0,0.027,0.0021,0.127,0.328,96.483,329733,4,10,
0.284,0.157,4,-11.954,0,0.0401,0.838,0.0865,0.139,73.575,255600,5,10,
0.573,0.754,4,-4.788,1,0.0329,0.0248,0.104,0.241,132.964,231587,4,10,
0.749,0.592,9,-7.04,0,0.0382,0.0427,0.133,0.502,130.033,242160,4,5,
0.499,0.636,,-10.517,1,0.034,0.264,0.0575,0.98,105.642,292467,4,6,
0.815,0.729,7,-6.594,0,0.422,0.00909,0.0562,0.0284,132.02,238400,4,1,
0.765,0.87,5,-5.191,1,0.0499,0.168,0.125,0.684,106.06,3.066,4,4,
0.494,0.771,1,-4.309,1,0.0626,0.0649,0.11,0.371,136.053,3.807333333,4,4,
0.475,0.843,11,-4.528,0,0.038,0.000591,0.346,0.428,108.034,204280,4,6,
0.973,0.78,8,-6.255,1,0.377,0.0171,0.152,0.656,124.818,292788,4,6,
0.288,0.62,2,-10.103,1,0.0428,0.24,0.0882,0.617,94.445,150627,4,10,
0.681,0.845,11,-5.147,0,0.0525,0.0304,0.197,0.761,132.023,3.067333333,4,4,
0.489,0.724,5,-8.367,1,0.0352,0.313,0.287,0.15,117.292,5.00666667,4,10,
0.866,0.861,1,-3.34,1,0.172,0.037,0.0264,0.714,100.749,282867,4,5,
0.631,0.61,4,-7.048,0,0.118,0.0518,0.185,0.208,90.025,204667,4,6,
0.652,0.807,1,-5.847,0,0.026,0.355,0.103,0.829,110.028,228493,4,9,
0.475,0.997,1,-3.141,1,0.0993,0.0000787,0.127,0.258,94.992,240240,4,8,
0.184,0.954,4,-7.719,1,0.103,0.0000122,0.0932,0.222,83.346,158200,3,8,
0.523,0.568,9,-12.584,1,0.0751,0.652,0.1,0.813,135.448,259760,4,2,
0.842,0.827,7,-5.483,1,0.33,0.072,0.126,0.791,149.971,172389,4,5,
0.568,0.276,10,-8.549,1,0.0304,0.896,0.1,0.231,119.51,201062,4,6,
0.436,0.661,,-6.034,1,0.0353,0.247,0.105,0.149,168.043,230680,4,6,
0.426,0.954,9,-6.121,1,0.0474,0.00144,0.149,0.721,135.302,218666,4,6,
0.52,0.967,3,-3.837,0,0.489,0.00248,0.328,0.477,179.924,149500,4,10,
0.648,0.882,9,-8.615,0,0.125,0.0041,0.0851,0.717,130.018,302869,4,10,
0.55,0.854,3,-5.968,1,0.036,0.661,0.112,0.965,159.231,149373,4,10,
0.554,0.395,,-11.648,1,0.107,0.967,0.378,0.765,82.882,195779,4,9,
0.528,0.453,4,-9.398,1,0.0396,0.355,0.104,0.281,119.761,196678,4,9,
0.349,0.869,4,-11.481,1,0.0934,0.423,0.76,0.193,127.44,179800,4,10,
0.576,0.863,5,-6.037,1,0.219,0.0269,0.547,0.563,108.068,255195,4,9,
0.641,0.78,9,-6.675,1,0.0351,0.0671,0.0562,0.746,94.228,210480,4,10,
0.358,0.4,,-10.715,0,0.0301,0.0115,0.162,0.0638,150.071,255348,4,8,
0.392,0.929,9,-3.635,1,0.442,0.11,0.164,0.294,170.313,296471,4,8,
0.583,0.573,8,-5.42,1,0.0811,0.208,0.285,0.783,184.062,233630,4,10,
0.587,0.932,7,-4.697,1,0.0687,0.00257,0.0694,0.564,100.004,207882,4,10,
0.64,0.83,11,-7.849,0,0.279,0.129,0.331,0.894,171.933,212093,4,5,
0.508,0.248,4,-13.409,1,0.0348,0.642,0.291,0.497,74.283,170373,4,2,
0.685,0.328,2,-11.655,0,0.0353,0.537,0.0861,0.35,131.908,185640,4,9,
0.445,0.675,11,-8.774,1,0.0315,0.00122,0.233,0.318,164.99,206545,4,10,
0.168,0.0221,7,-30.351,0,0.0534,0.976,0.237,0.0753,99.953,5.006,3,7,
0.535,0.526,2,-7.431,0,0.0283,0.0491,0.129,0.253,139.918,210614,4,1,
0.713,0.868,,-6.644,0,0.0305,0.00206,0.225,0.641,119.98,242960,4,6,
0.456,0.513,5,-11.221,0,0.0277,0.00447,0.114,0.771,153.995,280603,3,6,
0.664,0.609,1,-6.509,1,0.0707,0.304,0.0926,0.194,130.041,3.50933333,4,9,
0.736,0.771,1,-6.75,1,0.096,0.00302,0.0973,0.651,160.315,104928,4,6,
0.467,0.974,,-3.28,1,0.0848,0.00000474,0.413,0.183,99.985,322062,4,8,
0.394,0.303,,-13.401,0,0.0486,0.75,0.0656,0.837,207.806,4.488883333,4,3,
0.463,0.576,5,-9.567,1,0.0634,0.902,0.101,0.767,103.704,3.990666667,4,3,
0.326,0.922,11,-3.04,1,0.0433,0.0091,0.164,0.753,192.907,197813,4,2,
0.558,0.82,10,-4.377,0,0.0357,0.0146,0.136,0.549,121.448,268733,3,2,
0.536,0.969,6,-2.62,0,0.0915,0.43,0.082,0.805,84.881,239575,4,10,
0.759,0.756,4,-8.145,0,0.266,0.0903,0.265,0.613,87.059,303493,4,5,
0.509,0.487,2,-7.478,0,0.0272,0.0641,0.0886,0.512,146.202,204000,3,2,
0.259,0.241,2,-15.955,1,0.042,0.554,0.0849,0.275,178.453,3.58821667,3,0,
0.556,0.712,6,-7.261,1,0.0604,0.376,0.201,0.467,98.008,199996,4,9,
0.588,0.761,8,-3.78,0,0.0324,0.000753,0.648,0.41,133.009,197912,4,10,
0.472,0.849,4,-3.738,1,0.0315,0.00362,0.0973,0.31,144.065,169451,4,10,
0.623,0.723,9,-13.22,1,0.0418,0.00498,0.0726,0.676,96.814,274000,4,10,
0.793,0.703,,-9.548,1,0.0581,0.000726,0.075,0.856,130.27,450800,4,10,
0.584,0.854,11,-4.13,0,0.0293,0.000999,0.48,0.584,119.978,297227,4,8,
0.513,0.874,2,-4.902,0,0.208,0.00166,0.0647,0.2,149.823,198358,4,10,
0.825,0.685,2,-5.21,1,0.0776,0.155,0.102,0.304,102.03,202147,4,9,
0.543,0.316,4,-11.666,1,0.0307,0.95,0.0978,0.178,124.946,213373,4,6,
0.59,0.851,4,-11.754,1,0.0297,0.0174,0.154,0.968,146.213,218307,4,10,
0.314,0.756,8,-9.607,1,0.0646,0.00175,0.114,0.656,124.689,324441,4,2,
0.671,0.649,8,-6.869,0,0.379,0.0242,0.0395,0.512,120.632,143947,4,6,
0.518,0.87,,-7.577,1,0.0339,0.0845,0.149,0.899,145.29,188080,4,10,
0.575,0.211,1,-10.509,1,0.0332,0.842,0.1,0.215,115.109,308419,3,6,
0.586,0.781,8,-5.877,1,0.252,0.00375,0.133,0.265,128.972,356400,4,1,
0.598,0.924,6,-4.785,0,0.324,0.693,0.2,0.538,127.9,90475,4,5,
0.759,0.613,6,-6.167,0,0.0459,0.023,0.106,0.482,129.011,255093,4,5,
0.351,0.724,3,-5.888,1,0.0315,0.00202,0.113,0.196,147.343,301080,4,6,
0.76,0.713,2,-11.087,1,0.0318,0.00248,0.122,0.881,99.032,149813,4,6,
0.452,0.524,,-10.108,1,0.0351,0.315,0.103,0.246,151.505,312360,4,10,
0.805,0.684,11,-8.304,0,0.0295,0.00601,0.12,0.962,130.042,231227,4,10,
0.702,0.244,4,-15.286,0,0.0355,0.431,0.0963,0.444,141.317,3.36911667,4,0,
0.342,0.888,7,-4.404,1,0.0617,0.00116,0.214,0.287,159.118,142147,4,6,
0.466,0.884,5,-6.434,0,0.15,0.573,0.494,0.637,85.347,7.232216667,4,3,
0.493,0.624,2,-7.271,0,0.0316,0.888,0.396,0.664,104.761,4.988883333,4,3,
0.571,0.376,4,-10.433,0,0.0303,0.874,0.522,0.18,129.884,334973,4,8,
0.479,0.588,2,-10.773,1,0.0339,0.00214,0.319,0.305,177.014,314440,4,10,
0.576,0.974,1,-2.785,1,0.0828,0.0202,0.348,0.531,129.088,224867,4,8,
0.746,0.418,7,-13.563,1,0.0708,0.984,0.132,0.736,94.459,149800,4,2,
0.0596,0.00121,2,-39.952,1,0.0559,0.987,0.0991,0.0383,62.51,4.266,5,7,
0.729,0.989,9,-4.613,0,0.049,0.0102,0.443,0.84,126.47,352906,4,10,
0.579,0.841,10,-7.135,1,0.0708,0.147,0.0912,0.929,174.933,210862,5,5,
0.533,0.88,11,-5.106,0,0.0557,0.0508,0.218,0.592,103.01,208587,4,9,
0.659,0.743,6,-5.59,1,0.326,0.00647,0.0741,0.849,160.025,171809,4,9,
